country,price_date,year,month,c_beans_fao,c_maize_fao,inflation_food_price_index
Kenya,11/1/2022,2022,11,74979.47,53808.22,43.03
Kenya,12/1/2022,2022,12,75181.13,53192.73,35.94
Kenya,1/1/2022,2022,1,68726.94,38435.68,8.91
Kenya,2/1/2022,2022,2,67534.13,38305.19,7.67
Kenya,3/1/2022,2022,3,67550.96,37379.38,5.74
Kenya,4/1/2022,2022,4,70178.78,40481.54,12.59
Kenya,5/1/2022,2022,5,75154.22,46978.06,22.15
Kenya,6/1/2022,2022,6,76181.56,48515.05,26.58
Kenya,7/1/2022,2022,7,77701.06,49609.48,27.25
Kenya,8/1/2022,2022,8,79840.89,52476.2,33.44
Kenya,9/1/2022,2022,9,80598.56,52464.53,34.07
Kenya,10/1/2022,2022,10,76447.54,50118.92,30.62
Kenya,11/1/2022,2022,11,76379.21,49855.15,29.41
Kenya,12/1/2022,2022,12,76056.26,49593.78,24.38
Kenya,1/1/2022,2022,1,69396.28,38346.65,7.05
Kenya,2/1/2022,2022,2,70213.27,39607.39,10.21
Kenya,3/1/2022,2022,3,68997.92,37010.35,5.22
Kenya,4/1/2022,2022,4,73903.75,41698.63,14.49
Kenya,5/1/2022,2022,5,77893.04,46606.13,25.32
Kenya,6/1/2022,2022,6,78868.12,47658.77,26.23
Kenya,7/1/2022,2022,7,80470.39,48840.55,29.14
Kenya,8/1/2022,2022,8,80560.2,49112.11,28.31
Kenya,9/1/2022,2022,9,82037.75,49928.51,27.67
Kenya,10/1/2022,2022,10,80296.69,48872.89,25.95
Kenya,11/1/2022,2022,11,79789.47,48412.39,25.61
Kenya,12/1/2022,2022,12,79579.83,48549.21,25.18
Kenya,1/1/2022,2022,1,65804.98,31654.14,12.38
Kenya,2/1/2022,2022,2,63097.16,30293.86,5.89
Kenya,3/1/2022,2022,3,63589.46,31715.49,8.08
Kenya,4/1/2022,2022,4,67810.88,34781.17,16.12
Kenya,5/1/2022,2022,5,70544.92,41385.83,25.58
Kenya,6/1/2022,2022,6,72166.37,44131.69,38.94
Kenya,7/1/2022,2022,7,72957.16,44394.29,37.78
Kenya,8/1/2022,2022,8,77174.02,48932.86,49.62
Kenya,9/1/2022,2022,9,78790.35,50554.43,50.66
Kenya,10/1/2022,2022,10,78083.86,49082.15,52.65
Kenya,11/1/2022,2022,11,73454.44,44866.56,41.02
Kenya,12/1/2022,2022,12,77525.16,48555.29,43.07
Kenya,1/1/2022,2022,1,65980.68,36754.63,10.41
Kenya,2/1/2022,2022,2,65011.02,36646.96,10.76
Kenya,3/1/2022,2022,3,64488.59,35454.45,6.72
Kenya,4/1/2022,2022,4,68390.43,40784.13,16.29
Kenya,5/1/2022,2022,5,74785.7,46908.61,29.26
Kenya,6/1/2022,2022,6,76635.02,49483.95,35.36
Kenya,7/1/2022,2022,7,78083.01,52629.99,42.84
Kenya,8/1/2022,2022,8,78202.59,54859.96,38.44
Kenya,9/1/2022,2022,9,78229.93,55224.04,45.48
Kenya,10/1/2022,2022,10,76786.14,50628.66,37.08
Kenya,11/1/2022,2022,11,76926.98,51448.66,42.1
Kenya,12/1/2022,2022,12,76849.1,51930.05,36.11
Kenya,1/1/2022,2022,1,68975.36,37112.53,8.67
Kenya,2/1/2022,2022,2,68845.39,36858.56,8.02
Kenya,3/1/2022,2022,3,67803.3,36362.17,4.31
Kenya,4/1/2022,2022,4,70770.67,39152.77,10.06
Kenya,5/1/2022,2022,5,77025.24,46006.59,25.27
Kenya,6/1/2022,2022,6,78435.02,47845.39,29.86
Kenya,7/1/2022,2022,7,78789.84,48824.73,29.71
Kenya,8/1/2022,2022,8,79982.56,49749.74,31.36
Kenya,9/1/2022,2022,9,79479.64,48491.06,28.53
Kenya,10/1/2022,2022,10,79318.78,49435.72,28.59
Kenya,11/1/2022,2022,11,78027.62,47862.54,27.8
Kenya,12/1/2022,2022,12,78917.01,48692.08,27.67
Kenya,1/1/2022,2022,1,63680.16,31002.32,8.05
Kenya,2/1/2022,2022,2,63430.66,31330.24,10.37
Kenya,3/1/2022,2022,3,63987.95,31812.1,9.06
Kenya,4/1/2022,2022,4,68087.21,36122.36,21.74
Kenya,5/1/2022,2022,5,72038.47,43208.95,31.27
Kenya,6/1/2022,2022,6,73266.99,44610.75,40.07
Kenya,7/1/2022,2022,7,75105.14,46658.98,43.76
Kenya,8/1/2022,2022,8,76752.26,48145.23,45.97
Kenya,9/1/2022,2022,9,77386.88,48540.72,46.08
Kenya,10/1/2022,2022,10,77069.71,48734.62,48.35
Kenya,11/1/2022,2022,11,74935.11,46046.36,44.49
Kenya,12/1/2022,2022,12,75007.17,46986,38.41
Kenya,1/1/2022,2022,1,66145.53,37786.39,11.51
Kenya,2/1/2022,2022,2,66550.91,37310.75,12.16
Kenya,3/1/2022,2022,3,65316.83,36003.04,8.82
Kenya,4/1/2022,2022,4,68326.57,40726.93,13.98
Kenya,5/1/2022,2022,5,73722.13,46946.67,26.75
Kenya,6/1/2022,2022,6,76515.51,50097.99,35.51
Kenya,7/1/2022,2022,7,76473.54,51074.92,36.69
Kenya,8/1/2022,2022,8,78495.68,55640.19,42.25
Kenya,9/1/2022,2022,9,78593.42,55759.78,42.76
Kenya,10/1/2022,2022,10,77075.84,52031.83,37.64
Kenya,11/1/2022,2022,11,77433.8,51481.23,41.55
Kenya,12/1/2022,2022,12,76733.32,51623.21,32.63
Kenya,1/1/2022,2022,1,63421.03,34320.96,13.57
Kenya,2/1/2022,2022,2,63327.28,34861.4,12.86
Kenya,3/1/2022,2022,3,63938.3,36206.77,15.74
Kenya,4/1/2022,2022,4,67612.93,41152.92,24.92
Kenya,5/1/2022,2022,5,73181.23,44485.6,34.1
Kenya,6/1/2022,2022,6,71363.52,47761.27,40.03
Kenya,7/1/2022,2022,7,75295.97,54144.42,52.02
Kenya,8/1/2022,2022,8,73762.25,52427.85,49.57
Kenya,9/1/2022,2022,9,74620.42,52950.37,49.93
Kenya,10/1/2022,2022,10,73481.96,52123.84,51.98
Kenya,11/1/2022,2022,11,73618.22,51016.4,47.22
Kenya,12/1/2022,2022,12,73380.67,50009.49,35.94
Kenya,1/1/2022,2022,1,61079.36,27218.59,1.5
Kenya,2/1/2022,2022,2,61177.63,27027.7,2.85
Kenya,3/1/2022,2022,3,60104.39,27336.83,0.23
Kenya,4/1/2022,2022,4,63097.18,30418.04,11.79
Kenya,5/1/2022,2022,5,65737.06,37000.56,25.31
Kenya,6/1/2022,2022,6,67167.04,39072.06,30.31
Kenya,7/1/2022,2022,7,70139.93,41957.64,36.07
Kenya,8/1/2022,2022,8,70729.15,42037.93,37.69
Kenya,9/1/2022,2022,9,71839.19,43513.32,39.8
Kenya,10/1/2022,2022,10,72033.16,43809.09,43.36
Kenya,11/1/2022,2022,11,69486.84,40923.62,32.6
Kenya,12/1/2022,2022,12,69966.49,40836.62,32.28
Kenya,1/1/2022,2022,1,62184.1,33729.69,13.39
Kenya,2/1/2022,2022,2,62790.7,34157.29,13.55
Kenya,3/1/2022,2022,3,63008.84,34715.18,15.07
Kenya,4/1/2022,2022,4,64523.95,37472.24,18.18
Kenya,5/1/2022,2022,5,68152.53,44203.16,29.94
Kenya,6/1/2022,2022,6,71719.24,50734.96,51.11
Kenya,7/1/2022,2022,7,73138.25,53286.27,51.39
Kenya,8/1/2022,2022,8,73969.76,55086.89,58.13
Kenya,9/1/2022,2022,9,73842.06,54620.47,52.86
Kenya,10/1/2022,2022,10,73468.66,53762.94,57.31
Kenya,11/1/2022,2022,11,72243.33,51634.99,46.29
Kenya,12/1/2022,2022,12,72334.4,51731.22,42.16
Kenya,1/1/2022,2022,1,72937.09,36754.55,8.68
Kenya,2/1/2022,2022,2,71947.02,35976.97,5.88
Kenya,3/1/2022,2022,3,72246.61,36334.93,7.57
Kenya,4/1/2022,2022,4,75125.96,39434.83,11.45
Kenya,5/1/2022,2022,5,79632.24,44764.48,22.17
Kenya,6/1/2022,2022,6,79174.35,45594.41,26.01
Kenya,7/1/2022,2022,7,81271.83,47613.8,30.06
Kenya,8/1/2022,2022,8,84376.04,51168.94,34.68
Kenya,9/1/2022,2022,9,84709.82,50918.4,32.81
Kenya,10/1/2022,2022,10,82536.74,48722.24,32.47
Kenya,11/1/2022,2022,11,80821.21,47314.15,27.09
Kenya,12/1/2022,2022,12,80091.75,47594.36,24.07
Kenya,1/1/2022,2022,1,68915.86,34999.17,8.01
Kenya,2/1/2022,2022,2,69439.72,35025.4,9.16
Kenya,3/1/2022,2022,3,68287.51,33299.32,7.61
Kenya,4/1/2022,2022,4,70227.28,39912.2,16.62
Kenya,5/1/2022,2022,5,74017.59,46767.6,32.05
Kenya,6/1/2022,2022,6,78563.61,50707.2,42.32
Kenya,7/1/2022,2022,7,78171.67,51943.15,41.15
Kenya,8/1/2022,2022,8,79575.46,54616.28,41.09
Kenya,9/1/2022,2022,9,81010.57,56898.74,49.07
Kenya,10/1/2022,2022,10,80124.5,53511.54,47.12
Kenya,11/1/2022,2022,11,79734.77,53553.14,46.1
Kenya,12/1/2022,2022,12,77169.03,50685.88,33.5
Kenya,1/1/2022,2022,1,87968.04,51292.49,8.04
Kenya,2/1/2022,2022,2,88127.75,51243.79,6.57
Kenya,3/1/2022,2022,3,87149.83,51591.92,3.71
Kenya,4/1/2022,2022,4,90019.14,53597.45,7.81
Kenya,5/1/2022,2022,5,88012.85,48380.3,0.03
Kenya,6/1/2022,2022,6,89794.75,49538.91,4.43
Kenya,7/1/2022,2022,7,89956.39,51196.96,5.39
Kenya,8/1/2022,2022,8,90508.12,51865.33,5.48
Kenya,9/1/2022,2022,9,92210.06,51576.98,6.09
Kenya,10/1/2022,2022,10,88400.71,49691.4,6.21
Kenya,11/1/2022,2022,11,88443.07,50398.47,7.71
Kenya,12/1/2022,2022,12,88160.4,50189.41,-1.34
Kenya,1/1/2022,2022,1,77206.29,47232.06,11.26
Kenya,2/1/2022,2022,2,75193.81,45185.86,11.29
Kenya,3/1/2022,2022,3,75006.35,44677.39,4.04
Kenya,4/1/2022,2022,4,77590.89,48626.35,14.67
Kenya,5/1/2022,2022,5,82890.06,50162.57,19.68
Kenya,6/1/2022,2022,6,86077.5,51073.81,24.64
Kenya,7/1/2022,2022,7,87256.27,50766.47,18.96
Kenya,8/1/2022,2022,8,88986.63,54583.06,30.41
Kenya,9/1/2022,2022,9,91262.73,55918.51,29.25
Kenya,10/1/2022,2022,10,87903.75,53055.01,21.6
Kenya,11/1/2022,2022,11,86592.79,53133,24.5
Kenya,12/1/2022,2022,12,87597.98,54163.05,21.69
Kenya,1/1/2022,2022,1,85131.12,51194.87,8.01
Kenya,2/1/2022,2022,2,85481.99,51112.24,8.98
Kenya,3/1/2022,2022,3,83014.66,49922.56,8.21
Kenya,4/1/2022,2022,4,85309.48,51795.05,8.71
Kenya,5/1/2022,2022,5,90811.8,54361.21,11.66
Kenya,6/1/2022,2022,6,90136.74,52998.33,12.54
Kenya,7/1/2022,2022,7,89740,53073.27,13.63
Kenya,8/1/2022,2022,8,91122.78,54505.02,8.14
Kenya,9/1/2022,2022,9,93191.31,55132.49,15.77
Kenya,10/1/2022,2022,10,90258.96,54759.84,10.99
Kenya,11/1/2022,2022,11,90396.43,54561.41,12.76
Kenya,12/1/2022,2022,12,90062.9,54465.12,7.65
Kenya,1/1/2022,2022,1,61271.91,35171.45,13.92
Kenya,2/1/2022,2022,2,61427.79,35771.36,13.71
Kenya,3/1/2022,2022,3,61431.71,36314.98,13.43
Kenya,4/1/2022,2022,4,65179.55,41688.63,27.06
Kenya,5/1/2022,2022,5,67283.89,45902.92,33.91
Kenya,6/1/2022,2022,6,67933.35,47661.7,37.42
Kenya,7/1/2022,2022,7,68876.25,49002.18,39.43
Kenya,8/1/2022,2022,8,73206.68,56245.76,55.28
Kenya,9/1/2022,2022,9,71683.23,52963.63,47.63
Kenya,10/1/2022,2022,10,70452.32,51239.65,49.41
Kenya,11/1/2022,2022,11,71319.1,53209.24,48.54
Kenya,12/1/2022,2022,12,69106.14,49559.46,35.72
Kenya,1/1/2022,2022,1,63599.1,35663.25,-1.66
Kenya,2/1/2022,2022,2,63496.97,35932.18,1.15
Kenya,3/1/2022,2022,3,63334.81,35423.15,-1.27
Kenya,4/1/2022,2022,4,64590.65,37089.36,3.49
Kenya,5/1/2022,2022,5,65470.09,40214.08,10.17
Kenya,6/1/2022,2022,6,67655.58,42733.86,15.22
Kenya,7/1/2022,2022,7,68273.81,44485.7,17.12
Kenya,8/1/2022,2022,8,69408.31,46597.51,21.09
Kenya,9/1/2022,2022,9,69510.7,45954.8,20.15
Kenya,10/1/2022,2022,10,68928.44,45755.05,23.35
Kenya,11/1/2022,2022,11,67268.19,42581.58,13.85
Kenya,12/1/2022,2022,12,67866.88,42918.32,17.38
Kenya,1/1/2022,2022,1,69269.68,36737.38,7.18
Kenya,2/1/2022,2022,2,69172.6,36689.19,10.22
Kenya,3/1/2022,2022,3,67637.21,35884.64,5.91
Kenya,4/1/2022,2022,4,69941.68,39860.21,10.67
Kenya,5/1/2022,2022,5,74247.06,45030.35,21.73
Kenya,6/1/2022,2022,6,77224.01,48260.13,29.89
Kenya,7/1/2022,2022,7,80004.79,49351.24,31.87
Kenya,8/1/2022,2022,8,80989.49,51586.6,37
Kenya,9/1/2022,2022,9,81419.65,52371.19,38.92
Kenya,10/1/2022,2022,10,79471.65,50522.51,33.37
Kenya,11/1/2022,2022,11,78853.84,50480.57,35.6
Kenya,12/1/2022,2022,12,79203.02,50951.27,32.36
Kenya,1/1/2022,2022,1,59430.09,33474.81,11.21
Kenya,2/1/2022,2022,2,60095.05,34804.98,13.94
Kenya,3/1/2022,2022,3,59563.31,34304.58,12.27
Kenya,4/1/2022,2022,4,65218.54,41150.08,26.54
Kenya,5/1/2022,2022,5,67446.43,46444.59,35.91
Kenya,6/1/2022,2022,6,67915.39,46302.95,39.13
Kenya,7/1/2022,2022,7,68887.67,48518.08,40.67
Kenya,8/1/2022,2022,8,70809.15,52093.44,49.19
Kenya,9/1/2022,2022,9,71032.52,52465.22,50.53
Kenya,10/1/2022,2022,10,70654.96,51511.76,55.56
Kenya,11/1/2022,2022,11,68346.7,47575.59,39.88
Kenya,12/1/2022,2022,12,68746.72,48360.74,33.15
Kenya,1/1/2022,2022,1,58894.12,33154.35,10.7
Kenya,2/1/2022,2022,2,59444.47,33264.09,12.73
Kenya,3/1/2022,2022,3,60707.19,35093.26,15.77
Kenya,4/1/2022,2022,4,64153.65,40715.19,24.45
Kenya,5/1/2022,2022,5,66856.26,45470.56,34.23
Kenya,6/1/2022,2022,6,67780.03,46538.3,44.22
Kenya,7/1/2022,2022,7,69199.89,47845.42,43.07
Kenya,8/1/2022,2022,8,70650.65,50083.58,46.82
Kenya,9/1/2022,2022,9,70640.3,50512.17,46.38
Kenya,10/1/2022,2022,10,69602.45,48781.24,49.45
Kenya,11/1/2022,2022,11,68327.73,46397.01,44.6
Kenya,12/1/2022,2022,12,68744.74,46848.58,31.02
Kenya,1/1/2022,2022,1,66821.51,35559.71,5.9
Kenya,2/1/2022,2022,2,67613.75,36637.84,11.5
Kenya,3/1/2022,2022,3,67213.78,36235.62,11.12
Kenya,4/1/2022,2022,4,71061.55,39300.69,18.57
Kenya,5/1/2022,2022,5,73664.53,42651.25,24.94
Kenya,6/1/2022,2022,6,75190.97,44314.61,32.61
Kenya,7/1/2022,2022,7,77830.4,46961.84,37.65
Kenya,8/1/2022,2022,8,80254.79,50524.31,46.44
Kenya,9/1/2022,2022,9,80436.45,50001.69,41.82
Kenya,10/1/2022,2022,10,79114.59,48711.49,38.29
Kenya,11/1/2022,2022,11,78408.31,48636.06,34.54
Kenya,12/1/2022,2022,12,76573.83,47180.78,27.48
Kenya,1/1/2022,2022,1,64598.99,37402.14,12.62
Kenya,2/1/2022,2022,2,68475.41,43680.99,31.17
Kenya,3/1/2022,2022,3,68245.29,43754.85,24.28
Kenya,4/1/2022,2022,4,70804.49,48818.58,29.17
Kenya,5/1/2022,2022,5,70663.63,49786.37,29.67
Kenya,6/1/2022,2022,6,71218.46,51900.2,39.44
Kenya,7/1/2022,2022,7,74499.54,57105.2,45.95
Kenya,8/1/2022,2022,8,75686.1,60119.85,54.4
Kenya,9/1/2022,2022,9,75560.21,59826.5,49.33
Kenya,10/1/2022,2022,10,75204.51,59308.19,59.18
Kenya,11/1/2022,2022,11,73904.13,56686.2,43.7
Kenya,12/1/2022,2022,12,74489.86,58294.41,41.97
Kenya,1/1/2022,2022,1,62163.75,35038.87,16.64
Kenya,2/1/2022,2022,2,62086.03,35576.78,14.28
Kenya,3/1/2022,2022,3,62399.21,35926.37,13.28
Kenya,4/1/2022,2022,4,66399.95,40983.2,25.19
Kenya,5/1/2022,2022,5,69358.83,46464.63,38.03
Kenya,6/1/2022,2022,6,70125.49,47335.28,42.42
Kenya,7/1/2022,2022,7,71604.07,48729.82,43.22
Kenya,8/1/2022,2022,8,72391.46,51590.89,47.77
Kenya,9/1/2022,2022,9,72259.18,51000.07,46.63
Kenya,10/1/2022,2022,10,71950.41,50220.62,46.62
Kenya,11/1/2022,2022,11,71102.17,49220.12,45.92
Kenya,12/1/2022,2022,12,70219.5,48513.61,34.82
Kenya,1/1/2022,2022,1,73264.51,32757.57,20.5
Kenya,2/1/2022,2022,2,75495.74,34147,23.56
Kenya,3/1/2022,2022,3,73376.54,33431,19.48
Kenya,4/1/2022,2022,4,76654.34,37979.42,23.38
Kenya,5/1/2022,2022,5,82077.47,45124.29,40.25
Kenya,6/1/2022,2022,6,86305.45,52409,55.3
Kenya,7/1/2022,2022,7,87441.5,55532.49,52.74
Kenya,8/1/2022,2022,8,89330.57,59781.54,59.73
Kenya,9/1/2022,2022,9,90315.62,62000,64.05
Kenya,10/1/2022,2022,10,87401.4,54714,50.94
Kenya,11/1/2022,2022,11,86590.77,53881,64.74
Kenya,12/1/2022,2022,12,86643.77,54768.08,48.31
Kenya,1/1/2022,2022,1,63699.86,34043.62,11.11
Kenya,2/1/2022,2022,2,64418.4,35078.58,14.73
Kenya,3/1/2022,2022,3,64733.73,35094.97,14.37
Kenya,4/1/2022,2022,4,67242.98,39064.4,21.92
Kenya,5/1/2022,2022,5,69774.12,45161.21,34.5
Kenya,6/1/2022,2022,6,70098.26,45902.99,39.24
Kenya,7/1/2022,2022,7,72004.8,49073.63,41.33
Kenya,8/1/2022,2022,8,73714.47,52578.38,48.44
Kenya,9/1/2022,2022,9,73154.27,52355.67,46.29
Kenya,10/1/2022,2022,10,73040.08,51659.85,47.55
Kenya,11/1/2022,2022,11,71515.83,47090.95,38.43
Kenya,12/1/2022,2022,12,71427.86,47386.76,34.01
Kenya,1/1/2022,2022,1,63434.75,32776.57,11
Kenya,2/1/2022,2022,2,63466.08,33707.21,8.82
Kenya,3/1/2022,2022,3,63322.92,33806.59,9.61
Kenya,4/1/2022,2022,4,67555.42,35732.32,13.97
Kenya,5/1/2022,2022,5,70439.73,42889.69,30.09
Kenya,6/1/2022,2022,6,70155.63,42990.5,30.95
Kenya,7/1/2022,2022,7,71507.58,45233.38,34.19
Kenya,8/1/2022,2022,8,73156.08,47212.54,35.33
Kenya,9/1/2022,2022,9,73082.98,47670.57,36.82
Kenya,10/1/2022,2022,10,72681.4,46804.61,38.8
Kenya,11/1/2022,2022,11,71546.72,44780.84,27.67
Kenya,12/1/2022,2022,12,71043.6,45933.64,29.4
Kenya,1/1/2022,2022,1,72005.89,38142.03,3.2
Kenya,2/1/2022,2022,2,70619.88,37592.08,2.08
Kenya,3/1/2022,2022,3,69615.93,37197.53,1.29
Kenya,4/1/2022,2022,4,74158.95,40808.63,9.32
Kenya,5/1/2022,2022,5,75956.04,44609.74,14.71
Kenya,6/1/2022,2022,6,76597.15,45157.09,18.47
Kenya,7/1/2022,2022,7,76646.56,45702.05,18.88
Kenya,8/1/2022,2022,8,79357.82,47695.99,22.23
Kenya,9/1/2022,2022,9,79585.39,47405.39,21.04
Kenya,10/1/2022,2022,10,78680.4,46099.02,21.72
Kenya,11/1/2022,2022,11,78231.68,46076.21,18.52
Kenya,12/1/2022,2022,12,78631.7,46362.51,18.67
Kenya,1/1/2022,2022,1,59353.45,26572.33,5.81
Kenya,2/1/2022,2022,2,60269.47,27083.67,8.32
Kenya,3/1/2022,2022,3,60391.71,27444.09,7.67
Kenya,4/1/2022,2022,4,61529.71,29409.54,13.94
Kenya,5/1/2022,2022,5,64409.12,34135.43,22.89
Kenya,6/1/2022,2022,6,67285.27,38770.4,37.19
Kenya,7/1/2022,2022,7,67978.57,40701.94,39.79
Kenya,8/1/2022,2022,8,69156.5,41014.28,38.61
Kenya,9/1/2022,2022,9,70041.23,42543.66,42.23
Kenya,10/1/2022,2022,10,69545.04,41135.32,41.34
Kenya,11/1/2022,2022,11,68865.74,40725.03,37.38
Kenya,12/1/2022,2022,12,68859.77,41115.1,35.68
Kenya,1/1/2022,2022,1,68812.41,37726.06,7.56
Kenya,2/1/2022,2022,2,68444.39,37708.13,10.08
Kenya,3/1/2022,2022,3,68819.22,37150.05,7.24
Kenya,4/1/2022,2022,4,70661.64,39484.1,10.45
Kenya,5/1/2022,2022,5,76538.25,46210.2,25.21
Kenya,6/1/2022,2022,6,77942.75,48338.57,29.36
Kenya,7/1/2022,2022,7,79724.63,50552.36,32.87
Kenya,8/1/2022,2022,8,79798.05,50010.98,30.27
Kenya,9/1/2022,2022,9,80522.22,50935.06,33.01
Kenya,10/1/2022,2022,10,79152.94,49932.5,34.89
Kenya,11/1/2022,2022,11,78947.46,49560.93,32.95
Kenya,12/1/2022,2022,12,77744.68,48867.06,25.67
Kenya,1/1/2022,2022,1,77420.66,37869,12.23
Kenya,2/1/2022,2022,2,76981.05,37491.14,10.56
Kenya,3/1/2022,2022,3,76425.26,37917.4,9.34
Kenya,4/1/2022,2022,4,79424.92,41263.89,15.66
Kenya,5/1/2022,2022,5,82998.26,49362.64,27.56
Kenya,6/1/2022,2022,6,84197.33,51158.84,33.23
Kenya,7/1/2022,2022,7,89635.65,57198.6,42.31
Kenya,8/1/2022,2022,8,90184.38,60317.33,47.38
Kenya,9/1/2022,2022,9,90616.89,59167.91,47.12
Kenya,10/1/2022,2022,10,88819.53,59056.15,48.66
Kenya,11/1/2022,2022,11,87744.73,57475.86,42.01
Kenya,12/1/2022,2022,12,87885.76,58002.37,41
Kenya,1/1/2022,2022,1,69788.84,33276.89,10.02
Kenya,2/1/2022,2022,2,70730.14,33663.86,12.54
Kenya,3/1/2022,2022,3,69535.36,32776.84,9.42
Kenya,4/1/2022,2022,4,73389.37,38911.28,20.85
Kenya,5/1/2022,2022,5,77084.96,47182.26,36.58
Kenya,6/1/2022,2022,6,77449.28,47457.45,38.41
Kenya,7/1/2022,2022,7,78983.7,51743.3,43.18
Kenya,8/1/2022,2022,8,81151.69,54664.88,49.55
Kenya,9/1/2022,2022,9,81368.22,54954.91,48.63
Kenya,10/1/2022,2022,10,80049.61,51887.2,47.58
Kenya,11/1/2022,2022,11,78454.35,51022.59,41.2
Kenya,12/1/2022,2022,12,79569.12,51263.06,40.72
Kenya,1/1/2022,2022,1,67070.48,38157.24,2.28
Kenya,2/1/2022,2022,2,65797.33,38791.84,3.41
Kenya,3/1/2022,2022,3,66541.13,36745.53,0.61
Kenya,4/1/2022,2022,4,67773.55,39282.35,7.17
Kenya,5/1/2022,2022,5,69521.59,41722.33,11.23
Kenya,6/1/2022,2022,6,71593.21,44122.46,17.37
Kenya,7/1/2022,2022,7,72787.81,45327.15,16.55
Kenya,8/1/2022,2022,8,75089.04,47710.91,21.79
Kenya,9/1/2022,2022,9,75541.58,48175.24,21.6
Kenya,10/1/2022,2022,10,73324.16,46934.83,19.44
Kenya,11/1/2022,2022,11,72619.61,45543.49,16.12
Kenya,12/1/2022,2022,12,73310.56,46040.74,17.59
Kenya,1/1/2022,2022,1,62713.23,34216.18,11.89
Kenya,2/1/2022,2022,2,62749.39,34465.45,14.74
Kenya,3/1/2022,2022,3,63233.65,35571.24,14.16
Kenya,4/1/2022,2022,4,67143.97,42054.51,31.43
Kenya,5/1/2022,2022,5,70942.16,48984.73,39.03
Kenya,6/1/2022,2022,6,70613.99,49352.59,41.12
Kenya,7/1/2022,2022,7,70875.97,50631.48,43.88
Kenya,8/1/2022,2022,8,73230.06,55203.69,53.76
Kenya,9/1/2022,2022,9,72438.8,53913.52,48.52
Kenya,10/1/2022,2022,10,72746.43,54297.77,59
Kenya,11/1/2022,2022,11,71787.74,51785.85,47.41
Kenya,12/1/2022,2022,12,71544.45,51659.25,36.32
Kenya,1/1/2022,2022,1,66651.5,35348.94,12
Kenya,2/1/2022,2022,2,68027.44,35509.24,12.7
Kenya,3/1/2022,2022,3,65396.45,33040.64,5.97
Kenya,4/1/2022,2022,4,68902.2,38147.93,13.99
Kenya,5/1/2022,2022,5,73919.67,45924.62,32.42
Kenya,6/1/2022,2022,6,77044.92,48631.79,38.86
Kenya,7/1/2022,2022,7,76567.74,50393.58,40.7
Kenya,8/1/2022,2022,8,77394.97,52277.12,44.16
Kenya,9/1/2022,2022,9,77808.86,53597.95,42.75
Kenya,10/1/2022,2022,10,77028.74,51297.3,42.67
Kenya,11/1/2022,2022,11,77792.33,50918.95,46.65
Kenya,12/1/2022,2022,12,77184.54,50074.3,37.13
Kenya,1/1/2022,2022,1,64854.31,36141.78,18.72
Kenya,2/1/2022,2022,2,63304.42,35171.76,14.71
Kenya,3/1/2022,2022,3,64008.86,35992.92,17.83
Kenya,4/1/2022,2022,4,69720.2,42106.31,22.55
Kenya,5/1/2022,2022,5,72804.16,47672.13,33.28
Kenya,6/1/2022,2022,6,72036.34,47767.46,39.91
Kenya,7/1/2022,2022,7,73651.92,51002.81,41.33
Kenya,8/1/2022,2022,8,74606.8,53409.93,46.33
Kenya,9/1/2022,2022,9,74563.42,53282.64,49.14
Kenya,10/1/2022,2022,10,74336.12,52319.53,53.82
Kenya,11/1/2022,2022,11,73285.2,50786.46,42.16
Kenya,12/1/2022,2022,12,73996.63,51255.8,35.19
Kenya,1/1/2022,2022,1,79317.94,38467.24,1
Kenya,2/1/2022,2022,2,79281.04,38356.01,1.62
Kenya,3/1/2022,2022,3,79035,38209.06,1.1
Kenya,4/1/2022,2022,4,78277.45,37565.72,-0.16
Kenya,5/1/2022,2022,5,78699.91,38048.94,0.52
Kenya,6/1/2022,2022,6,79742.5,38177.82,1.76
Kenya,7/1/2022,2022,7,80094.94,38730.65,2.71
Kenya,8/1/2022,2022,8,79688.99,37326.09,-0.31
Kenya,9/1/2022,2022,9,80519.61,37850.29,0.97
Kenya,10/1/2022,2022,10,80354.45,37802.68,0.46
Kenya,11/1/2022,2022,11,80345.29,37852.22,0.29
Kenya,12/1/2022,2022,12,79705.44,37594.38,-0.12
Kenya,1/1/2022,2022,1,69331.89,39108.91,3.45
Kenya,2/1/2022,2022,2,67766.05,38174.26,2.87
Kenya,3/1/2022,2022,3,68186.6,38363.05,-0.96
Kenya,4/1/2022,2022,4,71047.86,41322.92,7.56
Kenya,5/1/2022,2022,5,73957.84,45583.25,15.64
Kenya,6/1/2022,2022,6,75500.84,46726.12,20.14
Kenya,7/1/2022,2022,7,76750.27,47614.15,20.92
Kenya,8/1/2022,2022,8,76241.24,48123.83,20.14
Kenya,9/1/2022,2022,9,77426.68,49455.34,24.26
Kenya,10/1/2022,2022,10,76658.25,48718.17,24.65
Kenya,11/1/2022,2022,11,74807.5,47256.75,19.14
Kenya,12/1/2022,2022,12,74809.14,47226.17,17.84
Kenya,1/1/2022,2022,1,65185.84,34616.07,12.85
Kenya,2/1/2022,2022,2,66056.48,35650.94,15.73
Kenya,3/1/2022,2022,3,64877.43,33150.17,7.63
Kenya,4/1/2022,2022,4,69732.79,40322.43,21.33
Kenya,5/1/2022,2022,5,73324.09,45842.51,33.16
